Review,date,Location
"This place has really gone down in quality. I was moved to 4 different rooms during my stay. Every room was dirty! One was used it had a wet towel, open soap and it smelled as if someone had used the restroom. I couldn�t believe it. To make things worse none of the room phones worked so I had to walk all the way to the front office. Not to mention this place is infested with roaches. Save your money do not book here. The only decent thing about my stay was the front desk woman was nice but I will definitely NEVER stay here again.
  
  Read more
  Read less",2019-03-18,
"Went to watch Villanova win the Big East Tournament, like Wyndham, they didn�t disappoint 
  
  Read more
  Read less",2019-03-18,
"Girl at front desk seemed not happy because I was only staying overnight or was just not happy to be there.
  
  Read more
  Read less",2019-03-18,
"Good location near Disney Springs. The room was more like a rundown roadside motel. Apparently there is a real hotel if you are in the main building but beware the garden is the motel like appendages to the real hotel.The shuttle to Disney took forever, and after wasting precious hours we ended up driving the next times. Housekeeping never visited our room. The front desk staff was friendly but apparently powerless to address any issues. I got a minor case of food poisoning at Joffrey's Cafe so my day at Magic Kingdom was rather uncomfortable. All in all I would recommend choosing a real Disney property or just save a lot of money and stay at a Motel 6, because that is about the quality of our room. Sadly we thought this was going to be a nice splurge vacation but it was very disappointing. Two thumbs down.
  
  Read more
  Read less",2019-03-18,
"Hotel room was very clean. Staff was always very friendly and helpful. Perfect location and pool area. Could use some updating, but a great hotel for the price! 
  
  Read more
  Read less",2019-03-18,
"It was great daughter had prom and it was directly across the street 
  
  Read more
  Read less",2019-03-18,
"It was a fun and quick stay this weekend. The hotel is clean and very easy to get to. A bonus is that it is walking distance to Disney Springs. The room was clean with the basic amenities you expect. A knock down here is that the shower was not good. The water temp changed every 15secs (yes I did time it after the first shower!). I�d suggest to everyone that they valet the car. Parking here is not fun or easy. Plus it cost the same amount ($20/day). Other than that, this was our 4th stay at this property and we will be coming back in August for Star Wars. 
  
  Read more
  Read less",2019-03-18,
"Walking distance to disney springs. Good for a low cost trip to Disney.
  
  Read more
  Read less",2019-03-18,
"Clean and convenient 
  
  Read more
  Read less",2019-03-18,
"Room we stayed in was very roomy. Location was pretty good. It was a little further from time square than would like but the room was worth it.
  
  Read more
  Read less",2019-03-18,
"The front desk staff didn�t seem well organized. I arrived around 4pm and said I would need valet parking. I asked if I was able to leave and come back and she said yes, since we were just dropping our bags then leaving for a funeral I told her that we would need our car in about an hour and then we�ll be back late in the evening. When we arrived at the hotel that night we were told that the garage was full, I stated that I already requested valet and I was told it would be for the whole day. Long story long we had to find street parking... we found a spot about 5 blocks away. 
  
  Read more
  Read less",2019-03-18,
"There�s no parking lot to park your car in that�s all
  
  Read more
  Read less",2019-03-18,
"Wow just wow !!! Great place to stay . Perfect location to walk to parks get food and Coffee . Forget something well the stores are across the street . The place was relaxing and clean and we will be comming back for sure . Thank you for making are park experience extra nice and letting us enjoy the hot tub after walking parks all day .....
  
  Read more
  Read less",2019-03-18,
"Great location to be in the mix of international drive. Lots to do within walking distance
  
  Read more
  Read less",2019-03-18,
"No housekeeping service and we were there three nights. Had to take the trash out myself. Had to call for more towels. The main pooled was out of service - it was drained and had construction going on.
  
  Read more
  Read less",2019-03-18,
"My door wouldn�t lock. Then had to move rooms. Then the toilet didn�t flush in the new room.
  
  Read more
  Read less",2019-03-18,
"Sftaff doesn�t know anything or not helpful . Unsecured hotel anyone can go in and out
  
  Read more
  Read less",2019-03-18,
"HORRIBLE! DO NOT STAY HERE! Air didn't work, shower would not drain, service horrible. We checked out before even staying one night. Still waiting for my refund!!!
  
  Read more
  Read less",2019-03-18,
"Always happy staying at Bonnet Creek. 
  
  Read more
  Read less",2019-03-17,
"the only problem that i saw was the room i got was on i 1st floor facing the pool very noisy at night other than that good hotel ..
  
  Read more
  Read less",2019-03-17,
"For the price the hotel should have been more updated. Nice staff
  
  Read more
  Read less",2019-03-17,
"Die Lobby ist wundersch�n. Ansonsten hat mir nicht viel gefallen
  
  Read more
  Read less",2019-03-17,
"Great location...slightly dated inside the rooms but that adds to the nostalgia.
  
  Read more
  Read less",2019-03-17,
"The hotel was lovely. However the furniture was dated and decoration is tired. The hotel was in prime location to the Empire State Building and time square. Great access for the subway.
 
 Used the gym everyday and that was super. 
 
 The staff were friendly and bars attached to the hotel were reasonably priced and the food was excellent.
  
  Read more
  Read less",2019-03-17,
"Very nice
  
  Read more
  Read less",2019-03-17,
"Location is superb being directly across the street from Disney Springs. The rest of the property is standard �motel grade�. $25 resort fee plus $20 parking fee added to an over priced room rate do not make it a good value.
  
  Read more
  Read less",2019-03-17,
"????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
  
  Read more
  Read less",2019-03-17,
"Great check in process, and we appreciated the water bottles in the room.
  
  Read more
  Read less",2019-03-17,
"This was a Wyndham in disguise, a poor representation. The room was lacking cleanliness, the toilet had long hairs and was not cleaned. The ceiling was falling in places due to a past leak from the room above. The app will not allow me to attach pictures. 
  
  Read more
  Read less",2019-03-17,
