Review,Sentiment,Confidence Score,Emotion1,Emotion_conf1,Emotion2,Emotion_conf2,date,Location
"This was our third time staying here. Our kids love the fact they have access to four pools, mini golf and other great activities. However, this time we had an issue with house cleaning. First day they woke us up early by continuously knocking until we opened the door. Second day they left tons of towels on the dressing table and third day our room wasn�t even made. The manager and front desk staff were excellent and genuinely apologized. The manager on duty personally attended to us until it was cleaned and even comped the resort fee for that day. Other than that, this property is excellent. Location, service, cleanliness, amenities are top notch.
  
  Read more
  Read less",NEGATIVE,0.849423051,upset,0.517681777,satisfied,0.259995729,28-04-2019,"Allentown, NJ"
"Hidden fees. Had to pay an extra $300 not mentioned when booking on Expedia. My card only had enough to pay for what Expedia totalled my room. I did not think I'd be charged an extra $300! Ridiculous. The girls working registration had no idea how to answer my questions about what the extra charges were for. I think her name was Monica. Anyway, I will not ever stay here again and I will steer anyone I know away from booking at Wyndham.
  
  Read more
  Read less",NEGATIVE,0.99922049,upset,0.729799509,anger,0.168539599,28-04-2019,"Williamston, NC"
"When we checked in at around 2:00am in the morning, the clerk gave us the key to a room with 2 queen-sized beds instead of the one we booked via Expedia - 2 beds plus 1 bunker bed. As soon as I found out the discrepancy I rushed to the front desk. At first the man was very haughty and told me they did not have the room type we ordered and paid for, even without an apology for this situation. So I request for a partial refund, he refused and said that we had booked room via Expedia, we should ask for refund or compensation from Expedia not the Hotel directly. I was cross and continued to explain to this guy that the bunker bed was what we had promised to our daughter and now my daughter was so frustrated up there. Maybe due to my persistence, he at last told me that there was only and the last such room as I had booked. Since the guest hadn�t showed up yet, he agreed to change us to that room. And at 3:00 we finally moved to the room with a bunker. But the experience we had undergone was so unhappy. I should say this is a really costly hotel but with unsatisfying customer services in synch with its charges. I think I deserve an apology. So I won�t recommend it.
  
  Read more
  Read less",NEGATIVE,0.999353766,upset,0.718671083,anger,0.209892392,28-04-2019,"Short Hills, NJ"
"Pretty much the area around the property sucked. I thought for the money it would have a little more around it.
  
  Read more
  Read less",NEGATIVE,0.999687076,upset,0.877134621,anger,0.101241097,28-04-2019,"Oceanside, ca"
"My wife and I loved this hotel, great location to different attractions, clean room, with a great rooftop terrace. We we go back to NY, we definitely going to stay at the
 same hotel.
  
  Read more
  Read less",POSITIVE,0.996189415,satisfied,0.484379709,upset,0.271012843,28-04-2019,"Montreal, ca"
"Had a nice pool area, buy some of the furniture in the room was broken, paint chipping in the room, and some parts of the hotel looks old and needs to be renovated, on the other hand some of the staff was beyond friendly and some of the staff was rude and unfriendly. By any food or drinks outside the hotel at a supermarket they�re a rip off.
  
  Read more
  Read less",NEGATIVE,0.999484003,upset,0.767169595,anger,0.155192077,27-04-2019,Newark
"Belle piscine . Beau hall d�entr�e.
 B�timent d�suet 
 Frais cach� � l�arriv�e
  
  Read more
  Read less",NEGATIVE,0.995895743,upset,0.698445439,satisfied,0.168481067,27-04-2019,Qu�bec
"Room doors were dirt, the upholstery in the by the dresser was ripped, the floor room in the entrance was dusty.
 Around the bathtub was rusty.
 
 You have very good breakfast.
  
  Read more
  Read less",NEGATIVE,0.999063313,upset,0.488156617,satisfied,0.271785975,27-04-2019,"Ell Paso, TX us"
"Location is great! Staff is accommodating and helpful!
  
  Read more
  Read less",POSITIVE,0.999361932,satisfied,0.38434118,happy,0.269077897,26-04-2019,"SF, CA"
"Convenient to Disney area parks & shopping. A good hotel for a quick get away weekend if you are a FL resident. Relaxing top notch spa services.
  
  Read more
  Read less",POSITIVE,0.988167465,upset,0.595526099,satisfied,0.170013815,26-04-2019,"WPB, FL"
"H�tel mythique emplacement id�al � deux pas de l Hudson Yard
  
  Read more
  Read less",NEGATIVE,0.998531878,upset,0.800816,anger,0.110440865,26-04-2019,Bordeaux
"?????????????????????????????
  
  Read more
  Read less",NEGATIVE,0.99890238,upset,0.723406196,anger,0.181868345,26-04-2019,JAPAN
"There were no issues with the property. I wasn�t aware of the continental breakfast until I overheard someone discussing it. Possibly signage ?
  
  Read more
  Read less",NEGATIVE,0.993067265,satisfied,0.80792135,upset,0.098081216,26-04-2019,Plattsburgh ny
"The hotel is immaculately clean. Access to all the pools is great, and the sushi at deep blu seafood grill is wonderful. The beds are comfy too! Great choice of hotel to stay at. Definitely worth the money
  
  Read more
  Read less",POSITIVE,0.999756634,happy,0.313989043,upset,0.310028404,25-04-2019,"Grand Rapids, Mn"
"When I booked the room my family and I we're very excited the pictures were beautiful. Unfortunately when we arrived it was not what we were expecting. Throughout our whole stay the whole staff was rude and not helpful. The property was not at all like the pictures. It was run down and falling apart. The cable and wifi worked about 30% of the time. There hot tub was dirty and only half of the Jets worked. I definitely won't be recommending it to anyone
  
  Read more
  Read less",NEGATIVE,0.999449074,upset,0.658833802,anger,0.180625975,25-04-2019,fremont
"To be honest, I love the hotel but the �facility/resort fees� are ludicrous. The WiFi is spotty at best, the business center is antiquated and I don�t use the gym. Why am I paying for this when so many hotels don�t charge? And why not include the fee in the price of the room rather than tack it on at the end? Strange business approach.
  
  Read more
  Read less",NEGATIVE,0.998630702,upset,0.717050433,anger,0.178003684,25-04-2019,"Warren, RI"
"We loved how close it was to Disney Springs. We walked there multiple times. The pool was ok, wish there would have been a little slide for the kids in the kid area of the pool. The room let in so much noise it was hard to sleep. We put the do not disturb sign out daily and we still had someone some in to our room while we were gone. Parking was good for most of the visit as long as you got back to the hotel early. Two nights we couldn�t find parking. I was upset because it�s something we had to pay extra for daily and I felt I should be able to park when having to pay. The front desk was helpful and said our daily parking fee could be used towards valet, so that made it a little easier to deal with not having a spot. Overall, it was a good deal and so nice to be able to walk to Disney springs.
  
  Read more
  Read less",NEGATIVE,0.824812174,upset,0.596692383,satisfied,0.171545982,25-04-2019,Minnesota
"Bottom floor of hotel is the ""Garden"" section, in 2 different buildings. Seemed creepy for a single woman to walk to room, walkways were dimly lit, and no one around, I felt uncomfortable, and couldn't wait to get into room. Bed was comfy, but in bathroom although room size is large sink is tiny, shower great, no counter space for such a large bathroom. Bathroom ceilings are lower than bedroom area very strange. Front desk staff was efficient but not really very friendly. Confusing bus pickups for transport to theme parks, driver didn't speak English too well.
  
  Read more
  Read less",NEGATIVE,0.993171751,upset,0.689157963,anger,0.196131825,25-04-2019,"Union, NJ"
"Haleigh at the front desk was very helpful and cute!
  
  Read more
  Read less",POSITIVE,0.998146653,upset,0.692579985,happy,0.133845821,25-04-2019,"West Palm Beach, Florida"
"I would recommended Expedia and the hotel include the additional amenities charge $27/ day in the price. This is rip off for people like me who is not going for conference and looking for competitive price through Expedia. 
 
 No water bottle
 Cable tv was not working.
  
  Read more
  Read less",NEGATIVE,0.999208987,upset,0.846206844,anger,0.108421162,25-04-2019,Virginia
"Nice clean convient location, takes awhile for them 2 answer the phone but otherwise very polite & informative staff.
  
  Read more
  Read less",POSITIVE,0.985168755,upset,0.506522179,happy,0.203009203,24-04-2019,"Queens, ny"
"Das Hotel ist �lter, aber in einem sauberen Zustand. Die Zimmer waren stets gereinigt, das Personal freundlich und auch die Lage des Hotels war perfekt. Es war das meiste fu�l�ufig zu erreichen! Einziges Manko ist, dass aufgrund des Alters des Hotels die Teppiche etwas riechen.
  
  Read more
  Read less",NEGATIVE,0.996819496,upset,0.628866196,satisfied,0.177450031,23-04-2019,"Linz, at"
"The room was really out dated it was super small and morning was included fridge microwave etc
  
  Read more
  Read less",NEGATIVE,0.997998655,upset,0.899179995,anger,0.077928059,23-04-2019,Suitland md
"Rooms were small, no ventilation in restroom causing a lot of moisture. Other than that great location and staff.
  
  Read more
  Read less",NEGATIVE,0.99706924,upset,0.563266337,satisfied,0.18665944,23-04-2019,"Riverside, California"
"Beautiful Art Deco property with much history. Staff is excellent, they excel in service and professionalism. I definitely will make it my favorite hotel for my frequent trips to New York.
  
  Read more
  Read less",POSITIVE,0.999783754,upset,0.434925377,satisfied,0.287999064,23-04-2019,"Port St. Lucie, Fl"
"Exellent custumer service..clean and comfort..room..
  
  Read more
  Read less",NEGATIVE,0.958223522,satisfied,0.686368704,happy,0.238714337,22-04-2019,Apopka
"I loved how I got an early check in with no extra charge, and Linda who checked me in was absolutely wonderful and was the highlight of my stay. I also love that the greeters open the doors for me. But I didn�t love anything else about the hotel. The room was small and dark and had no fan in the bathroom and there was a long hair on the back of the door and a smudge on the tub. No coffee?? Adolescent/college kids were super loud in the next room and the sound seemed to go right through the wall. Also hated how I had a $37 service fee for WiFi. I was aware I was going to be charged, but it�s false advertising the base price and just makes me distrust and hate the hotel from the get-go. I was glad to have a room in nyc for under $200 and the location was great. But I�m trying to forget this stay and would never recommend it.
  
  Read more
  Read less",NEGATIVE,0.943567157,upset,0.559121668,anger,0.174013868,22-04-2019,Washington DC
